name,cyrillic_name,population,latitude,longitude,state,country,percentageOfSessions
Deḩbasta,Деҳбаста,382,37.6863153,71.8547921,Kūḩistoni Badahšon,Tajikistan,
Gožak,Гожак,382,37.4031279,71.4911697,Kūḩistoni Badahšon,Tajikistan,
Sarimazor,Саримазор,382,38.3114476,69.691276,Hatlon,Tajikistan,
Gulsimo,Гулсимо,382,38.0652019,69.4086425,Hatlon,Tajikistan,
Porut,Порут,382,38.8836136,68.931644,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tūdainask,Тӯдаинаск,382,38.6668717,69.3083619,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ruvoz,Рувоз,382,39.1119408,70.2013505,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ne'matboī,Неъматбоӣ,382,38.6732362,68.6021381,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Bidizi Bolo,Бидизи Боло,380,37.1952125,71.8525969,Kūḩistoni Badahšon,Tajikistan,
Fajzobod,Файзобод,380,40.5764501,69.3118687,Suġd,Tajikistan,
Daštikulolon,Даштикулолон,380,38.3812576,70.1045671,Hatlon,Tajikistan,
Ķal'aiçobir,Қалъаиҷобир,380,38.7036778,68.5599672,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Barëmç,Барёмҷ,379,37.6577767,71.5306621,Kūḩistoni Badahšon,Tajikistan,
Ançirob,Анҷироб,379,37.8243529,70.1937081,Hatlon,Tajikistan,
Ġalčagī,Ғалчагӣ,379,38.422931,69.0837827,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ârhiči Ķal'a,Ярхичи Қалъа,379,39.2163201,70.8466203,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sed,Сед,378,38.5141946,71.6759182,Kūḩistoni Badahšon,Tajikistan,
Âlančinor,Яланчинор,378,38.4551477,69.0694017,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čagami Poën,Чагами Поён,378,38.2797093,68.5867615,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sumbula,Сумбула,378,38.4459279,68.60483,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Būston,Бӯстон,377,39.4584535,67.9585162,Suġd,Tajikistan,
Dunis,Дунис,377,38.3071971,69.1289436,Hatlon,Tajikistan,
Sajëd,Сайёд,377,38.7202747,68.6826735,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Lolazor,Лолазор,376,37.2480027,68.0480085,Hatlon,Tajikistan,
Šivoz,Шивоз,375,37.1874932,71.8627614,Kūḩistoni Badahšon,Tajikistan,
Sadvadg,Садвадг,374,38.5016013,71.6551686,Kūḩistoni Badahšon,Tajikistan,
Zoroni Majda,Зорони Майда,374,38.8278323,69.8763327,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Barmef,Бармеф,372,37.3619447,71.6629836,Kūḩistoni Badahšon,Tajikistan,
Hudgifi Oftob,Худгифи Офтоб,372,39.4104869,69.4136025,Suġd,Tajikistan,
Kaçtut,Каҷтут,372,38.3540843,69.7538045,Hatlon,Tajikistan,
Èlovari Bolo,Эловари Боло,371,38.6062716,69.2029756,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Daštak,Даштак,370,37.3375101,71.7112549,Kūḩistoni Badahšon,Tajikistan,
Dašt,Дашт,370,40.8322114,70.6771097,Suġd,Tajikistan,
Ittifoķ,Иттифоқ,370,37.72299,69.107282,Hatlon,Tajikistan,
Arçinak,Арҷинак,369,38.7508959,68.6021075,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čašmaizulol,Чашмаизулол,368,40.418267,69.5425974,Suġd,Tajikistan,
Zarfišon,Зарфишон,367,39.5118545,67.5485438,Suġd,Tajikistan,
Daraikalon,Дараикалон,367,38.2144379,68.5636995,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Rezgif,Резгиф,366,39.3243738,69.2535701,Suġd,Tajikistan,
Panī,Панӣ,366,39.1472875,67.8640327,Suġd,Tajikistan,
Obšoron,Обшорон,365,38.320374,68.3745971,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Patkunov,Паткунов,364,38.3961393,70.6718742,Kūḩistoni Badahšon,Tajikistan,
Puškin,Пушкин,364,37.7389393,68.6310988,Hatlon,Tajikistan,
Občaka,Обчака,364,39.1793748,71.1866933,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Nasaf,Насаф,364,38.4943953,68.5966847,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Zarkūḩ,Заркӯҳ,363,38.1637404,69.7884894,Hatlon,Tajikistan,
Tundara,Тундара,363,38.5656068,68.9502955,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Musofiron,Мусофирон,363,39.1625361,70.662937,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Činor,Чинор,363,38.4531541,68.9355384,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sajdonī,Сайдонӣ,363,38.5375511,69.3908091,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čašma,Чашма,362,37.2618513,68.0630782,Hatlon,Tajikistan,
Surho,Сурхо,362,38.4711918,70.2100795,Hatlon,Tajikistan,
Safedoron,Сафедорон,362,38.8532126,69.7786025,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kamčak,Камчак,361,38.6547947,70.6774979,Kūḩistoni Badahšon,Tajikistan,
Oḩučašma,Оҳучашма,361,37.7668172,69.159459,Hatlon,Tajikistan,
Višharvak,Вишхарвак,360,38.5651705,71.774749,Kūḩistoni Badahšon,Tajikistan,
Miridašt,Миридашт,360,37.2260322,71.4782793,Kūḩistoni Badahšon,Tajikistan,
Vaġlel,Вағлел,360,38.1298897,70.2474191,Hatlon,Tajikistan,
Orzu,Орзу,359,37.5429586,69.1601933,Hatlon,Tajikistan,
Čargi Poën,Чарги Поён,359,38.1328534,70.073377,Hatlon,Tajikistan,
Novo,Ново,359,38.1878702,70.2640818,Hatlon,Tajikistan,
Runob,Руноб,359,39.0078695,70.3700072,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sartalo,Сартало,358,39.2468142,71.4256252,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tutzor,Тутзор,357,40.5506152,69.3634673,Suġd,Tajikistan,
Aminov,Аминов,356,40.2160545,69.9276722,Suġd,Tajikistan,
Gulisurh,Гулисурх,356,39.8984679,68.9999115,Suġd,Tajikistan,
Furudgoḩ,Фурудгоҳ,356,39.0064421,70.2947947,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tagi Kamar,Таги Камар,356,38.7195006,69.839381,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kudara,Кудара,355,38.4107833,72.6771709,Kūḩistoni Badahšon,Tajikistan,
Simurġ,Симурғ,355,40.0168714,69.054512,Suġd,Tajikistan,
Ančini Bolo,Анчини Боло,354,37.2741413,71.7960452,Kūḩistoni Badahšon,Tajikistan,
Baḩoriston,Баҳористон,354,38.064339,69.8453497,Hatlon,Tajikistan,
Šoš,Шош,353,37.3883797,71.6518284,Kūḩistoni Badahšon,Tajikistan,
Dirëmç,Дирёмҷ,353,37.6409511,71.5301635,Kūḩistoni Badahšon,Tajikistan,
Oftobrūâ,Офтобрӯя,353,37.7084115,69.1576695,Hatlon,Tajikistan,
Navšod,Навшод,353,37.4283099,69.2002387,Hatlon,Tajikistan,
Ġulomobod,Ғуломобод,352,38.0068104,70.0229194,Hatlon,Tajikistan,
Hajrobod,Хайробод,352,38.4524336,68.42772,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ġallazor,Ғаллазор,351,37.9145753,69.6462861,Hatlon,Tajikistan,
Rubotnol,Руботнол,351,38.750473,70.3512899,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Surhakčašmai Bolo,Сурхакчашмаи Боло,351,38.6354217,68.4811051,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ispaġn,Испағн,350,39.3988877,68.696813,Suġd,Tajikistan,
Daḩanačiën,Даҳаначиён,350,37.7953263,69.4853672,Hatlon,Tajikistan,
Guliston,Гулистон,350,38.6762652,68.7846331,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Zanuç,Зануҷ,349,37.1931154,71.9268338,Kūḩistoni Badahšon,Tajikistan,
Hičih,Хичих,349,37.437362,71.60122,Kūḩistoni Badahšon,Tajikistan,
Hušmanzara,Хушманзара,349,40.6106808,69.4388184,Suġd,Tajikistan,
Sojivešist,Сойивешист,349,39.492483,67.9956985,Suġd,Tajikistan,
Navrūz,Наврӯз,348,37.4579037,68.0481045,Hatlon,Tajikistan,
Miramšoḩī,Мирамшоҳӣ,347,38.373795,68.9716356,Hatlon,Tajikistan,
Vaḩdat,Ваҳдат,347,37.4652716,68.0127981,Hatlon,Tajikistan,
Mu'minobod,Муъминобод,347,38.6482206,68.3527132,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sabnov,Сабнов,346,38.3161011,72.410755,Kūḩistoni Badahšon,Tajikistan,
Kišroġ,Кишроғ,346,38.7356158,69.7583958,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čečetkī,Чечеткӣ,345,38.3314006,74.0238257,Kūḩistoni Badahšon,Tajikistan,
Ravmed,Равмед,345,37.9702916,71.9737321,Kūḩistoni Badahšon,Tajikistan,
Oličadaraitor,Оличадараитор,345,38.1436965,69.7396797,Hatlon,Tajikistan,
Loçurg,Лоҷург,345,38.8695204,71.1058457,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Abūalj Sino,Абӯалй Сино,344,37.6997167,72.3351598,Kūḩistoni Badahšon,Tajikistan,
Vitkon,Виткон,343,39.4181797,69.1720974,Suġd,Tajikistan,
Bičharv,Бичхарв,342,38.3379297,71.4087323,Kūḩistoni Badahšon,Tajikistan,
Ronž,Ронж,342,39.3444248,69.0896379,Suġd,Tajikistan,
Istgoḩi Daḩana,Истгоҳи Даҳана,342,38.2223646,68.6702437,Hatlon,Tajikistan,
Sebiston,Себистон,342,38.2670717,68.6336045,Hatlon,Tajikistan,
Nalbek,Налбек,342,38.6589341,68.3286037,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Rovand,Рованд,341,38.5949071,71.8454952,Kūḩistoni Badahšon,Tajikistan,
Kungara,Кунгара,341,38.2275006,70.274765,Hatlon,Tajikistan,
Kūliġarib,Кӯлиғариб,340,37.9685073,69.987106,Hatlon,Tajikistan,
Ḩalķadašt,Ҳалқадашт,340,38.481119,68.4648867,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sarimarġzor,Саримарғзор,339,37.7960934,70.216583,Hatlon,Tajikistan,
Kūḩdoman,Кӯҳдоман,339,39.1322168,70.1879883,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Punišor,Пунишор,338,38.2729529,70.5716742,Kūḩistoni Badahšon,Tajikistan,
Vičkut,Вичкут,338,36.9591479,72.2525907,Kūḩistoni Badahšon,Tajikistan,
Šaḩidon,Шаҳидон,338,38.7559793,69.6090827,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Luhč,Лухч,337,38.6692155,70.6888018,Kūḩistoni Badahšon,Tajikistan,
Vaḩdat,Ваҳдат,337,39.5178914,67.5874038,Suġd,Tajikistan,
Mullokonī,Муллоконӣ,337,38.6339606,70.0062927,Hatlon,Tajikistan,
Čučui Bolo,Чучуи Боло,337,38.3532625,68.9108311,Hatlon,Tajikistan,
Barfob,Барфоб,335,40.5301686,69.5621922,Suġd,Tajikistan,
Šingidara,Шингидара,335,38.5930611,70.0021819,Hatlon,Tajikistan,
Balhobī,Балхобӣ,335,37.8640721,69.9053095,Hatlon,Tajikistan,
Šugnov,Шугнов,335,38.5914577,70.3262364,Hatlon,Tajikistan,
Čašmasor,Чашмасор,335,38.6317971,68.9485514,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Šole,Шоле,335,38.9516592,70.0746001,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sebiston,Себистон,335,38.5266119,69.1398612,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Âhšvol,Яхшвол,334,36.8701721,71.532554,Kūḩistoni Badahšon,Tajikistan,
Habost,Хабост,334,37.4625361,71.6021012,Kūḩistoni Badahšon,Tajikistan,
Poënob,Поёноб,334,38.706465,69.2878703,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Holibek,Холибек,334,38.9272601,70.1341512,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Durobak,Дуробак,333,38.4197719,70.6912176,Kūḩistoni Badahšon,Tajikistan,
Barçangal,Барҷангал,333,37.3416701,71.7136409,Kūḩistoni Badahšon,Tajikistan,
Būston,Бӯстон,333,39.7028057,68.8015687,Suġd,Tajikistan,
Šabafrūz,Шабафрӯз,333,38.1773602,69.1851834,Hatlon,Tajikistan,
Sariçūj,Сариҷӯй,333,38.8212225,69.9270425,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Darai Nušor,Дараи Нушор,333,39.0880261,70.9504174,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pançboġ,Панҷбоғ,332,39.8984795,69.1745876,Suġd,Tajikistan,
Obšor,Обшор,332,38.5902654,69.1537739,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ḩakimī,Ҳакимӣ,332,38.4403593,68.4892756,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķavoķ,Қавоқ,331,37.6808948,70.0047301,Hatlon,Tajikistan,
Çomī,Ҷомӣ,330,37.721084,68.7262765,Hatlon,Tajikistan,
Dūstī,Дӯстӣ,330,37.4962637,69.3473976,Hatlon,Tajikistan,
Čagami Poën,Чагами Поён,329,37.8205878,69.873239,Hatlon,Tajikistan,
Sindev,Синдев,328,37.183136,71.9675107,Kūḩistoni Badahšon,Tajikistan,
Kangurt,Кангурт,328,38.2457491,69.5290676,Hatlon,Tajikistan,
Liçaki Poën,Лиҷаки Поён,327,38.1765,70.0692846,Hatlon,Tajikistan,
Vaḩdat,Ваҳдат,327,38.983636,70.1148903,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Safedoron,Сафедорон,326,38.6762322,70.7292865,Kūḩistoni Badahšon,Tajikistan,
Sajëd,Сайёд,326,38.6959918,69.3549802,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sarišuhon,Саришухон,326,39.0286752,70.4432722,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Daḩana,Даҳана,326,38.9472739,70.0969967,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kalandak,Каландак,326,38.9866754,70.0141527,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Trajb,Трайб,324,37.246685,71.8302474,Kūḩistoni Badahšon,Tajikistan,
Zarbdor,Зарбдор,323,37.8537311,68.7980885,Hatlon,Tajikistan,
Saforūd,Сафорӯд,323,38.0787332,69.4337545,Hatlon,Tajikistan,
Turkonī,Турконӣ,323,37.8842447,69.9427931,Hatlon,Tajikistan,
Šifobahš,Шифобахш,323,38.6987191,69.2661235,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķal'anak,Қалъанак,323,38.8868665,69.9546733,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķal'ai Husejn,Қалъаи Хусейн,322,38.721613,70.6476983,Kūḩistoni Badahšon,Tajikistan,
Čamanzor,Чаманзор,322,38.4012358,68.753078,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Bižur,Бижур,321,37.2558568,71.8242053,Kūḩistoni Badahšon,Tajikistan,
Lahšik,Лахшик,320,37.3754607,71.6574775,Kūḩistoni Badahšon,Tajikistan,
Langar,Лангар,320,39.4439527,69.5581446,Suġd,Tajikistan,
Darajbaḩtur,Дарайбаҳтур,320,38.3422171,69.7510793,Hatlon,Tajikistan,
Ķušķiâi Bolo,Қушқияи Боло,320,37.997363,69.6586149,Hatlon,Tajikistan,
Oḩangaron,Оҳангарон,320,38.8771175,69.8821117,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Okçar,Окҷар,318,39.3018084,71.2340725,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čakiho,Чакихо,318,38.9849175,70.4007333,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķal'a,Қалъа,318,39.0478925,70.5092918,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Korvon,Корвон,318,38.4896761,68.752248,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ķal'ai Safedak,Қалъаи Сафедак,317,38.4889685,69.1173129,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Būston,Бӯстон,317,38.4889889,68.1871903,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Starġ,Старғ,316,38.5984376,71.8245123,Kūḩistoni Badahšon,Tajikistan,
Utoġar,Утоғар,316,39.4040463,68.9239719,Suġd,Tajikistan,
Vaġašton,Вағаштон,316,39.2989637,67.7924213,Suġd,Tajikistan,
Boġča,Боғча,316,38.3906772,69.9847862,Hatlon,Tajikistan,
Oġa,Оға,316,38.3815586,68.2993001,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ḩoçidara,Ҳоҷидара,315,37.9780878,70.2084735,Hatlon,Tajikistan,
Oḩangaron,Оҳангарон,315,38.5103706,68.5270909,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pançob,Панҷоб,314,37.59412,69.6600099,Hatlon,Tajikistan,
Šoš,Шош,313,37.301556,71.766191,Kūḩistoni Badahšon,Tajikistan,
Novdonak,Новдонак,313,39.4577518,68.4317899,Suġd,Tajikistan,
Navraftor,Наврафтор,313,37.6288958,68.7465384,Hatlon,Tajikistan,
Sičaroġ,Сичароғ,313,38.7331137,69.8022715,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čašmasor,Чашмасор,313,38.588187,68.4477403,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sarvaki Nav,Сарваки Нав,312,40.7354534,70.7737446,Suġd,Tajikistan,
Baḩor,Баҳор,312,40.1746367,69.5093139,Suġd,Tajikistan,
Sabzavor,Сабзавор,312,37.6488442,68.7856128,Hatlon,Tajikistan,
Nuriston,Нуристон,312,38.0396573,69.9047792,Hatlon,Tajikistan,
Šod,Шод,311,37.4392958,71.6090091,Kūḩistoni Badahšon,Tajikistan,
Fatmovut,Фатмовут,311,39.3708516,68.8335473,Suġd,Tajikistan,
Baḩoriston,Баҳористон,311,40.1945764,69.0032307,Suġd,Tajikistan,
Daštak,Даштак,310,38.3150538,71.2579448,Kūḩistoni Badahšon,Tajikistan,
Pastirog,Пастирог,310,38.7302101,70.6527837,Kūḩistoni Badahšon,Tajikistan,
Pastarez,Пастарез,310,37.2625003,71.8071679,Kūḩistoni Badahšon,Tajikistan,
Čeloniḩo,Челониҳо,309,38.1027697,68.6256798,Hatlon,Tajikistan,
Šoḩtuti Poën,Шоҳтути Поён,309,38.8273291,69.8525444,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Hum,Хум,309,38.5399502,68.07667,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Vravz,Вравз,308,38.3234545,71.2774498,Kūḩistoni Badahšon,Tajikistan,
Âhakpast,Яхакпаст,308,39.0153635,70.4770988,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Činoraki Poën,Чинораки Поён,307,38.8946074,69.8808193,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Tirgar,Тиргар,307,38.8858912,70.1248699,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Šivrož,Шиврож,306,37.5337664,71.6433931,Kūḩistoni Badahšon,Tajikistan,
Šifočašma,Шифочашма,306,38.2513803,69.7902544,Hatlon,Tajikistan,
Oličadaraitaḩ,Оличадараитаҳ,306,38.1601801,69.7050932,Hatlon,Tajikistan,
Voring,Воринг,306,39.1821104,70.8254969,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ġofilobod,Ғофилобод,306,38.6745095,69.6398809,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kumarġ,Кумарғ,305,39.3667817,68.5855494,Suġd,Tajikistan,
Šaḩrak,Шаҳрак,304,38.2743197,70.0644465,Hatlon,Tajikistan,
Safedobi Bolo,Сафедоби Боло,304,37.8616009,70.1077153,Hatlon,Tajikistan,
Angurzor,Ангурзор,304,38.5066947,68.6156922,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Çarbuloķ,Ҷарбулоқ,304,38.4807526,68.3926451,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Istiķloliât,Истиқлолият,302,38.1377747,70.0147912,Hatlon,Tajikistan,
Maḩrozī,Маҳрозӣ,302,38.4451882,69.2816852,Hatlon,Tajikistan,
Razaki Bolo,Разаки Боло,302,38.7915448,70.3021132,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Potov,Потов,301,38.468617,71.6092194,Kūḩistoni Badahšon,Tajikistan,
Imbef,Имбеф,301,39.3236901,69.0848714,Suġd,Tajikistan,
Namuna,Намуна,301,37.3239072,69.0540973,Hatlon,Tajikistan,
Soķiaķ,Соқиақ,300,40.1840782,69.4933464,Suġd,Tajikistan,
Zardoludašt,Зардолудашт,300,38.1662702,69.8915004,Hatlon,Tajikistan,
Bahtëron,Бахтёрон,300,38.5263888,69.1077893,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Istiķloliât,Истиқлолият,300,38.4593856,69.037729,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ġorġinč,Ғорғинч,300,39.0728271,70.7264587,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Oḩangaron,Оҳангарон,299,38.1405719,70.2575264,Hatlon,Tajikistan,
Ziḩibed,Зиҳибед,299,38.9839854,70.4520393,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Hrazmonī,Хразмонӣ,298,38.2386397,70.0835326,Hatlon,Tajikistan,
Saratok,Сараток,297,39.0489239,68.316896,Suġd,Tajikistan,
Kūl,Кӯл,297,38.3233702,68.864479,Hatlon,Tajikistan,
Deḩiķozī,Деҳиқозӣ,297,37.7503105,69.9454982,Hatlon,Tajikistan,
Luġuri Poën,Луғури Поён,297,38.7539886,69.8125267,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Čamanoro,Чаманоро,297,38.4623422,68.8889617,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Oġurtī,Оғуртӣ,296,38.6433505,68.896543,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sebiston,Себистон,296,39.0547976,70.8403551,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Varšez,Варшез,295,37.7000921,72.3509386,Kūḩistoni Badahšon,Tajikistan,
Šabboda,Шаббода,295,40.3896262,69.4866161,Suġd,Tajikistan,
Kalgačinor,Калгачинор,295,38.2962709,69.7135526,Hatlon,Tajikistan,
Rūjkaš,Рӯйкаш,295,38.0602911,70.2333786,Hatlon,Tajikistan,
Piš,Пиш,294,37.7065151,72.3087277,Kūḩistoni Badahšon,Tajikistan,
Oķmamad,Оқмамад,294,37.6953916,72.1887435,Kūḩistoni Badahšon,Tajikistan,
Pahtakor,Пахтакор,294,40.5898748,69.3855759,Suġd,Tajikistan,
Čar,Чар,294,39.2280746,71.3673233,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Pšiharv,Пшихарв,292,38.4063686,71.2389578,Kūḩistoni Badahšon,Tajikistan,
Çiruç,Ҷируҷ,292,37.5632925,71.5153919,Kūḩistoni Badahšon,Tajikistan,
Čargi Bolo,Чарги Боло,292,38.1298522,70.090419,Hatlon,Tajikistan,
Baḩodurobod,Баҳодуробод,292,39.0884586,70.1998538,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sist,Сист,291,37.1783928,71.4523317,Kūḩistoni Badahšon,Tajikistan,
Deḩavz,Деҳавз,291,39.4470412,70.1953492,Suġd,Tajikistan,
Čamaniston,Чаманистон,291,40.722252,69.4079327,Suġd,Tajikistan,
Darai Nazarak,Дараи Назарак,291,39.0922969,70.8205392,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Dūstī,Дӯстӣ,291,38.5165142,68.5945051,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Snib,Сниб,289,37.2116513,71.5170697,Kūḩistoni Badahšon,Tajikistan,
Navobodi Majda,Навободи Майда,289,38.8869124,69.8832317,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Nurvum,Нурвум,288,37.9497663,71.4771161,Kūḩistoni Badahšon,Tajikistan,
Hilmaġz,Хилмағз,288,38.6901142,69.37271,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ëfuč,Ёфуч,288,38.8309436,70.1841015,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Kaënen,Каёнен,287,37.4210084,71.6173022,Kūḩistoni Badahšon,Tajikistan,
Spinz,Спинз,287,37.5202547,71.6256691,Kūḩistoni Badahšon,Tajikistan,
Ançir,Анҷир,287,38.6078822,68.117508,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Deḩpir,Деҳпир,286,38.785685,69.4327428,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Ruhč,Рухч,285,38.3608073,72.4980674,Kūḩistoni Badahšon,Tajikistan,
Sarčašma,Сарчашма,285,38.4268753,68.9177104,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Sangevn,Сангевн,284,38.2750586,70.5777467,Kūḩistoni Badahšon,Tajikistan,
Bahtnoma,Бахтнома,284,38.0011413,69.6705276,Hatlon,Tajikistan,
Toçikobod,Тоҷикобод,283,37.667584,68.7887627,Hatlon,Tajikistan,
Tuġak,Туғак,281,38.8958945,69.9426689,Šaḩrḩo va Noḩiâḩoi Tobei Çumḩurī,Tajikistan,
Baḩoriston,Баҳористон,280,40.176189,69.5653562,Suġd,Tajikistan,
