state,name,population,latitude,longitude,country,percentageOfSessions
Gelderland,Delwijnen,435,51.7684911,5.1872115,Netherlands,
Gelderland,Gerven,435,52.2141218,5.5762452,Netherlands,
Gelderland,Maanderbroek,435,52.0211623,5.6046446,Netherlands,
Overijssel,Glane,435,52.2312949,7.0049313,Netherlands,
Noord-Holland,Crailo,435,52.2754308,5.1986666,Netherlands,
Noord-Holland,ʼt Kabel,435,52.254147,4.6490952,Netherlands,
Noord-Brabant,Babyloniënbroek,435,51.7431075,5.0186898,Netherlands,
Noord-Brabant,Venushoeve,435,51.6010907,5.4243723,Netherlands,
Zuid-Holland,Ter Beek,435,52.2349675,4.5353578,Netherlands,
Fryslân,Kollumerpomp,430,53.3025675,6.1970319,Netherlands,
Fryslân,Luxwoude,430,52.9963694,5.9813857,Netherlands,
Fryslân,Ried,430,53.2230187,5.5918481,Netherlands,
Drenthe,Buinerveen,430,52.9330916,6.8819101,Netherlands,
Drenthe,Oud-Avereest,430,52.6239835,6.3867193,Netherlands,
Gelderland,Joppe,430,52.2056326,6.2442386,Netherlands,
Overijssel,Klooster,430,52.7492405,6.0907502,Netherlands,
Noord-Holland,Oudendijk,430,52.6014984,4.9698685,Netherlands,
Limburg,Keup,430,51.3030474,5.988556,Netherlands,
Limburg,Schandelo,430,51.4231553,6.1852419,Netherlands,
Fryslân,Bontebok,425,52.9613279,6.0408574,Netherlands,
Fryslân,Koarnjum,425,53.2446367,5.7791304,Netherlands,
Fryslân,Luinjeberd,425,53.0051301,5.9197709,Netherlands,
Drenthe,Ekehaar,425,52.9528494,6.603875,Netherlands,
Drenthe,Oranjedorp,425,52.7401796,6.9454191,Netherlands,
Gelderland,Markluiden,425,52.3769784,6.0284135,Netherlands,
Gelderland,Vorchten,425,52.3986695,6.1066205,Netherlands,
Overijssel,Kamperzeedijk-Oost,425,52.5986295,6.0106301,Netherlands,
Overijssel,Markelerbroek,425,52.2271671,6.4477472,Netherlands,
Noord-Holland,Purmerland,425,52.480059,4.9177594,Netherlands,
Noord-Brabant,Menzel,425,51.6993081,5.5782016,Netherlands,
Zuid-Holland,Lekdijk,425,51.8986817,4.6078263,Netherlands,
Groningen,Westeremden,425,53.3436934,6.7107466,Netherlands,
Utrecht,Lekdijk,420,51.9534288,4.925349,Netherlands,
Noord-Brabant,Hezelaar,420,51.641057,5.3664764,Netherlands,
Zuid-Holland,Kaag,420,52.2127756,4.564856,Netherlands,
Zuid-Holland,Negenhuizen en Zouteveen,420,51.9593673,4.3293683,Netherlands,
Zuid-Holland,Noldijk,420,51.8461461,4.5633056,Netherlands,
Groningen,Morige,420,53.0994929,7.0710926,Netherlands,
Groningen,Pieterburen,420,53.4001759,6.4523471,Netherlands,
Groningen,Scheemdermeer,420,53.1718411,6.9916061,Netherlands,
Drenthe,Meppen,415,52.7819942,6.6952047,Netherlands,
Gelderland,Heesselt,415,51.8138309,5.3467793,Netherlands,
Gelderland,Niftrik,415,51.7968128,5.6727402,Netherlands,
Overijssel,Meer,415,52.4628789,6.4723239,Netherlands,
Utrecht,Broek,415,51.9268091,4.975905,Netherlands,
Noord-Brabant,Calfven,415,51.407223,4.3172706,Netherlands,
Zuid-Holland,Graafland,415,51.9243149,4.8527052,Netherlands,
Limburg,Schoor,415,51.2577059,5.7704696,Netherlands,
Limburg,Wahlwiller,415,50.8097616,5.9373109,Netherlands,
Groningen,Bourtange,415,53.0082714,7.1880389,Netherlands,
Fryslân,Boazum,410,53.0877996,5.6957755,Netherlands,
Fryslân,Earnewâld,410,53.1304076,5.9464879,Netherlands,
Fryslân,Hijum,410,53.2912419,5.764717,Netherlands,
Gelderland,Oeken,410,52.1132633,6.1444483,Netherlands,
Overijssel,Dalfserveld,410,52.5448375,6.2470264,Netherlands,
Overijssel,Deldenerbroek,410,52.2790098,6.6524844,Netherlands,
Overijssel,Windesheim,410,52.4468761,6.1306614,Netherlands,
Fryslân,Lekkum,405,53.2251526,5.8190722,Netherlands,
Fryslân,Ravenswoud,405,52.9653579,6.3796319,Netherlands,
Fryslân,Uitwellingerga,405,53.0022484,5.7088521,Netherlands,
Drenthe,Gasteren,405,53.036251,6.6634555,Netherlands,
Drenthe,Odoornerveen,405,52.845292,6.783362,Netherlands,
Gelderland,Engeland,405,52.1510771,5.9478658,Netherlands,
Gelderland,Prinsenkamp,405,52.200495,5.6204302,Netherlands,
Overijssel,Paasloo,405,52.8102927,6.0022757,Netherlands,
Noord-Holland,Oude Niedorp,405,52.7186345,4.8758316,Netherlands,
Utrecht,Zuidzijdseweg,405,51.9864296,4.8749299,Netherlands,
Noord-Brabant,"Heikant, Meemortel, Bosch",405,51.2672041,5.5901483,Netherlands,
Noord-Brabant,Poeldonk,405,51.6758019,5.3687683,Netherlands,
Zuid-Holland,Benedenberg en Zuidbroek,405,51.9386531,4.750362,Netherlands,
Zuid-Holland,De Mient en Kooltuin,405,52.1775197,4.4112625,Netherlands,
Zuid-Holland,'t Woudt,405,51.9953788,4.2940333,Netherlands,
Limburg,Geijsteren,405,51.5473919,6.050715,Netherlands,
Zeeland,Nieuwvliet,405,51.3738731,3.4689089,Netherlands,
Fryslân,Sondel,400,52.8672827,5.60863,Netherlands,
Flevoland,Marknesse,400,52.7092721,5.8589215,Netherlands,
Drenthe,Annerveenschekanaal,400,53.0777075,6.8007424,Netherlands,
Drenthe,Westenesch,400,52.7857817,6.8722481,Netherlands,
Drenthe,Zeegse,400,53.066234,6.6460739,Netherlands,
Noord-Holland,Grosthuizen,400,52.6186543,4.9840157,Netherlands,
Noord-Holland,Zijdewind,400,52.742581,4.8382627,Netherlands,
Noord-Brabant,Boksheide,400,51.3369988,5.3014793,Netherlands,
Noord-Brabant,Stokkelen en Hoogstraat,400,51.3479748,5.3358276,Netherlands,
Noord-Brabant,Walik,400,51.3577873,5.3686957,Netherlands,
Fryslân,Boksum,395,53.1776292,5.7300788,Netherlands,
Fryslân,De Hoeve,395,52.8871486,6.0879947,Netherlands,
Drenthe,Zwinderen,395,52.7267033,6.6770257,Netherlands,
Overijssel,Welsum-Gerner,395,52.5182618,6.2806348,Netherlands,
Zuid-Holland,Meije,395,52.1084952,4.7833122,Netherlands,
Zuid-Holland,Tempel,395,52.0671745,4.7031682,Netherlands,
Fryslân,Hantum,390,53.3630653,5.9656639,Netherlands,
Fryslân,Lioessens,390,53.3807188,6.0875676,Netherlands,
Drenthe,Anloo,390,53.0449404,6.6999162,Netherlands,
Gelderland,Koudhoorn,390,52.2329665,5.6637359,Netherlands,
Gelderland,Nulde,390,52.2600728,5.5177623,Netherlands,
Overijssel,Stegerveld,390,52.557926,6.4982856,Netherlands,
Overijssel,Groot Agelo,390,52.3849756,6.8793203,Netherlands,
Utrecht,Zeldert,390,52.1959476,5.342488,Netherlands,
Zuid-Holland,Sluipwijk,390,52.0382065,4.7405556,Netherlands,
Limburg,Sprokkelveld,390,51.7202414,5.9451273,Netherlands,
Zeeland,Schuddebeurs,390,51.6789103,3.9405439,Netherlands,
Groningen,Den Horn,390,53.22719,6.4455778,Netherlands,
Groningen,Holte,390,53.0563469,7.0493571,Netherlands,
Fryslân,Vegelinsoord,385,53.0056065,5.8432233,Netherlands,
Drenthe,De Kiel,385,52.8606728,6.7467397,Netherlands,
Drenthe,Schuilingsoord,385,53.0715656,6.7008804,Netherlands,
Drenthe,Wachtum,385,52.7239692,6.7508549,Netherlands,
Overijssel,Het Loo,385,52.3745675,6.5865677,Netherlands,
Overijssel,Leyen,385,52.6454358,6.2418533,Netherlands,
Overijssel,Mander,385,52.4443874,6.8236932,Netherlands,
Overijssel,Emmen-De Marshoek,385,52.5053718,6.2113373,Netherlands,
Noord-Holland,Weteringbrug,385,52.2254789,4.6437209,Netherlands,
Utrecht,Stoutenburg,385,52.1521462,5.4354152,Netherlands,
Noord-Brabant,Beugt,385,51.6386763,5.4990593,Netherlands,
Zuid-Holland,Het Beijersche,385,51.9823988,4.7315417,Netherlands,
Zuid-Holland,Kleine Lindt,385,51.8255472,4.580193,Netherlands,
Zuid-Holland,Oud Verlaat,385,51.9751492,4.557734,Netherlands,
Limburg,Boeket,385,51.296959,5.690817,Netherlands,
Zeeland,Noordgouwe,385,51.6928978,3.9343305,Netherlands,
Groningen,Kropswolde,385,53.1362739,6.7229696,Netherlands,
Groningen,Kruisweg,385,53.3879473,6.3741246,Netherlands,
Drenthe,Echten,380,52.7126852,6.4015796,Netherlands,
Drenthe,Elp,380,52.880813,6.6440049,Netherlands,
Drenthe,Spier,380,52.8174571,6.4698609,Netherlands,
Gelderland,Asch,380,51.9291711,5.3147302,Netherlands,
Gelderland,Exel,380,52.1844444,6.4136877,Netherlands,
Gelderland,Lijnden/Snodenhoek,380,51.9324981,5.8152189,Netherlands,
Overijssel,Rectum,380,52.3291018,6.568833,Netherlands,
Noord-Brabant,Broekkant,380,51.5423402,5.6803002,Netherlands,
Noord-Brabant,Westelbeers,380,51.4453673,5.222368,Netherlands,
Noord-Brabant,Zandoerle,380,51.414119,5.3584197,Netherlands,
Limburg,Bosserstraat,380,51.312528,5.7335893,Netherlands,
Zeeland,Ellewoutsdijk,380,51.3899575,3.8159564,Netherlands,
Groningen,Het Peebos,380,53.1971404,6.2264822,Netherlands,
Fryslân,Haskerdijken,375,53.0150767,5.8687429,Netherlands,
Fryslân,Nes,375,53.395457,6.0475199,Netherlands,
Drenthe,Barger-Oosterveen,375,52.702328,6.9789483,Netherlands,
Drenthe,Holthe,375,52.8414585,6.5411438,Netherlands,
Overijssel,Look,375,52.2869027,6.4462441,Netherlands,
Overijssel,Vilsteren,375,52.5104927,6.3523462,Netherlands,
Noord-Holland,Keinsmerburg,375,52.8213004,4.803554,Netherlands,
Noord-Brabant,Bovenstehuis en Peelsehuis,375,51.618918,5.6881352,Netherlands,
Noord-Brabant,Klappenberg,375,51.5433971,4.6614584,Netherlands,
Limburg,Slenaken,375,50.7684757,5.8578874,Netherlands,
Drenthe,Dalerveen,370,52.6945145,6.8105025,Netherlands,
Gelderland,Lede en Oudewaard,370,51.9390613,5.5536087,Netherlands,
Gelderland,Mallem en Loo,370,52.1158846,6.6702402,Netherlands,
Gelderland,Zuidelijk Broek,370,52.054682,6.4945697,Netherlands,
Overijssel,Collendoorn,370,52.5962548,6.5948248,Netherlands,
Overijssel,Herike,370,52.2383434,6.5445922,Netherlands,
Noord-Holland,Bergen aan Zee,370,52.6615878,4.6353464,Netherlands,
Utrecht,Bekenes,370,52.0762638,4.8431218,Netherlands,
Utrecht,Vechten,370,52.0644853,5.1723284,Netherlands,
Noord-Brabant,Trent-Graspeel,370,51.6835486,5.6969794,Netherlands,
Noord-Brabant,Zevenhuis,370,51.6943968,5.6498488,Netherlands,
Zeeland,Randduin,370,51.5728231,3.5446072,Netherlands,
Fryslân,Dongjum,365,53.2087329,5.543289,Netherlands,
Fryslân,Ingelum,365,53.2263216,5.7160004,Netherlands,
Drenthe,1e Exloërmond,365,52.9319348,6.9437439,Netherlands,
Gelderland,Groenlanden,365,51.8586037,5.9125892,Netherlands,
Gelderland,Wellseind-Slijkwell,365,51.7584011,5.1862883,Netherlands,
Noord-Brabant,Besselaar,365,51.6151416,5.3762496,Netherlands,
Noord-Brabant,Vroenhout,365,51.5415237,4.4270818,Netherlands,
Limburg,Mesch,365,50.7634044,5.7331378,Netherlands,
Fryslân,Elahuizen,360,52.9278147,5.5480221,Netherlands,
Fryslân,Niawier,360,53.3655881,6.0470597,Netherlands,
Drenthe,Oud Odoorn,360,52.8486037,6.8473273,Netherlands,
Gelderland,Bergerden,360,51.9235126,5.9059544,Netherlands,
Gelderland,Huppel,360,52.0035432,6.760127,Netherlands,
Gelderland,Ratum,360,51.9792676,6.8109176,Netherlands,
Gelderland,Voor-Beltrum,360,52.0507297,6.5860707,Netherlands,
Overijssel,Eikelhof,360,52.3221026,6.1576174,Netherlands,
Overijssel,Holterberg,360,52.3095039,6.4266365,Netherlands,
Overijssel,Streukel-Holten-Genne,360,52.5715733,6.1313872,Netherlands,
Utrecht,Lakerveld,360,51.939464,5.024176,Netherlands,
Noord-Brabant,Berg en Toom,360,51.2767208,5.5505568,Netherlands,
Noord-Brabant,Voordeldonk,360,51.400223,5.7884391,Netherlands,
Zuid-Holland,Boven-Haastrecht,360,52.0094203,4.8015958,Netherlands,
Zuid-Holland,Weipoort,360,52.1134226,4.5217633,Netherlands,
Groningen,Jipsingboermussel,360,52.9195287,7.039181,Netherlands,
Fryslân,Fochteloo,355,52.9923088,6.3354194,Netherlands,
Fryslân,Molkwerum,355,52.9007548,5.3983387,Netherlands,
Drenthe,Vledderveen,355,52.8760815,6.1878887,Netherlands,
Gelderland,Varssel,355,52.0611115,6.3793224,Netherlands,
Overijssel,Noord Esmarke,355,52.2406498,6.9490772,Netherlands,
Noord-Holland,Nieuwesluis,355,52.8365914,4.8907975,Netherlands,
Utrecht,Tienhoven aan de Lek,355,51.9612168,4.9469718,Netherlands,
Noord-Brabant,Kraanmeer en Veluwe,355,51.6110117,5.6250691,Netherlands,
Noord-Brabant,Oud Velp,355,51.7605799,5.7180947,Netherlands,
Noord-Brabant,Sambeek buitengebied,355,51.6295274,5.9583111,Netherlands,
Noord-Brabant,Schaft,355,51.2989368,5.4572356,Netherlands,
Zuid-Holland,Oud-Reeuwijk,355,52.0532338,4.7079585,Netherlands,
Limburg,Bemelen,355,50.8493723,5.7673762,Netherlands,
Limburg,Bloemenstraat-Zwarteweg,355,51.7276971,5.9508377,Netherlands,
Limburg,Hasselt en Het Vorst,355,51.4152128,6.1603698,Netherlands,
Limburg,Oud-Bergen,355,51.5999169,6.0339492,Netherlands,
Zeeland,Geersdijk,355,51.5654023,3.7714512,Netherlands,
Zeeland,Kapellebrug,355,51.2551485,4.0632703,Netherlands,
Fryslân,De Tike,350,53.1510078,6.0308298,Netherlands,
Fryslân,Folsgare,350,53.0352319,5.6050036,Netherlands,
Fryslân,Ouwsterhaule,350,52.93961,5.8125877,Netherlands,
Drenthe,Ansen,350,52.7809289,6.3317551,Netherlands,
Gelderland,Hell,350,52.2351031,5.5321644,Netherlands,
Gelderland,Slijk-Ewijk,350,51.8848021,5.7880115,Netherlands,
Gelderland,Bekveld en Gooi,350,52.0566532,6.2748573,Netherlands,
Gelderland,Heurne,350,51.9036313,6.5862743,Netherlands,
Gelderland,Zwarte Veen en Barchemse Enk,350,52.117618,6.41747,Netherlands,
Overijssel,Espelo,350,52.3062613,6.3650773,Netherlands,
Noord-Holland,Zuidermeer,350,52.6634152,4.975067,Netherlands,
Utrecht,Kerklaan,350,52.2213203,5.0087942,Netherlands,
Utrecht,Sterkenburg,350,52.0310967,5.2779952,Netherlands,
Noord-Brabant,De Baan,350,51.6485538,5.0061915,Netherlands,
Noord-Brabant,Dijk,350,51.4067631,5.7249599,Netherlands,
Noord-Brabant,Huisseling,350,51.7875111,5.6381342,Netherlands,
Noord-Brabant,Koevering,350,51.5820193,4.2786233,Netherlands,
Limburg,Strucht,350,50.8511155,5.8646403,Netherlands,
Limburg,Vosberg-Loo,350,51.3432709,5.9802862,Netherlands,
Zeeland,Anna Jacobapolder,350,51.6387943,4.1290639,Netherlands,
Groningen,Sebaldeburen,350,53.2227412,6.3046304,Netherlands,
Groningen,Woltersum,350,53.2736303,6.728366,Netherlands,
Fryslân,Gauw,345,53.0578733,5.713204,Netherlands,
Fryslân,Sibrandabuorren,345,53.0590684,5.7351943,Netherlands,
Fryslân,Tjerkgaast,345,52.9126516,5.679019,Netherlands,
Fryslân,Zandhuizen,345,52.916551,6.1533171,Netherlands,
Drenthe,Midlaren,345,53.1103317,6.6718384,Netherlands,
Gelderland,Bergakker,345,51.8873287,5.3901658,Netherlands,
Gelderland,Gellicum,345,51.8770603,5.1530649,Netherlands,
Gelderland,Pierikstraat,345,51.9366294,6.3683897,Netherlands,
Overijssel,Neerdorp,345,52.290604,6.3887164,Netherlands,
Noord-Holland,Noorddijk,345,52.6372249,4.9054443,Netherlands,
Noord-Holland,Noorddorp,345,52.5248399,4.6576748,Netherlands,
Utrecht,Soestduinen,345,52.1510902,5.291683,Netherlands,
Utrecht,ʼt Goy,345,52.0007388,5.2256348,Netherlands,
Noord-Brabant,Boscheind,345,51.2849423,5.2715059,Netherlands,
Noord-Brabant,Hersel,345,51.4348326,5.6692649,Netherlands,
Noord-Brabant,Uitwijk,345,51.7861367,5.0070058,Netherlands,
Limburg,Plasmolen,345,51.7405905,5.9198804,Netherlands,
Limburg,Waatskamp,345,51.2983101,5.8043974,Netherlands,
Zeeland,Ellemeet,345,51.7294332,3.8162484,Netherlands,
Drenthe,Eemster,340,52.8524437,6.3851617,Netherlands,
Drenthe,Geeuwenbrug,340,52.870254,6.3698405,Netherlands,
Drenthe,Laaghalen,340,52.9227906,6.5277749,Netherlands,
Gelderland,Gietelo,340,52.1844468,6.1315445,Netherlands,
Gelderland,Kruishaar,340,52.2174457,5.5206636,Netherlands,
Overijssel,Dalmsholte,340,52.4703918,6.3683173,Netherlands,
Noord-Holland,Wadway,340,52.6908851,4.9863905,Netherlands,
Utrecht,Middelkoop,340,51.9240135,5.047079,Netherlands,
Noord-Brabant,Geeneind,340,51.4906997,5.5980872,Netherlands,
Noord-Brabant,Groenstraat,340,51.4505038,5.1292594,Netherlands,
Noord-Brabant,Nieuwe Dijk en Rullen,340,51.5070123,5.550688,Netherlands,
Noord-Brabant,Veerse Heide en Koevering,340,51.5869977,5.4735876,Netherlands,
Limburg,Huls,340,50.8435454,5.9707851,Netherlands,
Zeeland,Walsoorden,340,51.3797596,4.0296267,Netherlands,
Groningen,Den Ham,340,53.273156,6.427831,Netherlands,
Groningen,Termunterzijl,340,53.3005861,7.0332085,Netherlands,
Fryslân,Tersoal,335,53.0679953,5.7417132,Netherlands,
Drenthe,Ees,335,52.907293,6.8080587,Netherlands,
Drenthe,Lhee,335,52.8278657,6.3958872,Netherlands,
Gelderland,Tonden,335,52.1354109,6.1275717,Netherlands,
Overijssel,Kallenkote,335,52.7928414,6.1655284,Netherlands,
Overijssel,Middel,335,52.3490156,6.1591158,Netherlands,
Noord-Holland,De Waal,335,53.0729902,4.8238962,Netherlands,
Utrecht,Dijkgebied-Langerak,335,51.9414724,4.9065816,Netherlands,
Noord-Brabant,Blauwe Sluis,335,51.6955781,4.6998711,Netherlands,
Noord-Brabant,Hanswijk-Plein,335,51.6592123,5.32959,Netherlands,
Noord-Brabant,Heikant,335,51.5182947,5.6660837,Netherlands,
Noord-Brabant,Strijbeek,335,51.5099096,4.8035918,Netherlands,
Limburg,Berkelaar,335,51.1215804,5.8713303,Netherlands,
Limburg,Brommelen-Westbroek,335,50.9153099,5.7382729,Netherlands,
Groningen,Enumatil,335,53.2161612,6.4082551,Netherlands,
Gelderland,Henxel,330,51.9814164,6.7584899,Netherlands,
Gelderland,Lage Bijssel,330,52.412757,5.7904509,Netherlands,
Gelderland,Voorst,330,51.8762161,6.417173,Netherlands,
Overijssel,Lankhorst,330,52.6756107,6.2250842,Netherlands,
Overijssel,Zuna,330,52.3315216,6.4951422,Netherlands,
Noord-Holland,Burgerveen,330,52.2416058,4.6769972,Netherlands,
Noord-Holland,Zuiderwoude,330,52.431116,5.0387391,Netherlands,
Noord-Brabant,Hooge Wijst - De Vorssel,330,51.7244874,5.5523687,Netherlands,
Fryslân,Heidenschap,325,52.9490935,5.5000795,Netherlands,
Fryslân,Langedijke,325,52.9639067,6.2848216,Netherlands,
Fryslân,Nij Altoenae,325,53.296515,5.6532067,Netherlands,
Fryslân,Triemen,325,53.2758986,6.089338,Netherlands,
Drenthe,Kolderveen,325,52.722207,6.1528248,Netherlands,
Gelderland,Holthuizen,325,51.9089426,6.1003684,Netherlands,
Gelderland,Posterenk,325,52.2134989,6.1171356,Netherlands,
Gelderland,Het Veen en Grote Veld,325,52.1389053,6.3856784,Netherlands,
Noord-Holland,Catrijp,325,52.7113145,4.6626289,Netherlands,
Noord-Holland,Katwoude,325,52.4772761,5.0405487,Netherlands,
Utrecht,'t Goyse Dorp,325,52.0025377,5.2121525,Netherlands,
Noord-Brabant,Ulvenhout,325,51.5328949,4.8215702,Netherlands,
Limburg,"Euverem, Pesaken, Billinghuizen en Waterop",325,50.7979588,5.8659953,Netherlands,
Limburg,Hasselderheide,325,51.4245266,6.1731908,Netherlands,
Fryslân,Burgwerd,320,53.0878888,5.5443233,Netherlands,
Fryslân,Easterwierrum,320,53.1155122,5.7351434,Netherlands,
Fryslân,Jelsum,320,53.2317064,5.7811192,Netherlands,
Fryslân,Jorwert,320,53.1452167,5.7101483,Netherlands,
Fryslân,Lollum,320,53.1249091,5.5321685,Netherlands,
Drenthe,Zuidlaarderveen,320,53.0984609,6.7538288,Netherlands,
Gelderland,Arkemheen,320,52.2398462,5.4400707,Netherlands,
Gelderland,Boschheurne en Zwiepsche Broek,320,52.1231563,6.4680415,Netherlands,
Overijssel,Balkbrug-Benedenvaart,320,52.5961773,6.3557279,Netherlands,
Overijssel,Blankenham,320,52.7646363,5.8968562,Netherlands,
Overijssel,Usselo,320,52.204705,6.8305533,Netherlands,
Noord-Holland,Kalverdijk,320,52.7342136,4.7700925,Netherlands,
Noord-Holland,Markenbinnen,320,52.5285446,4.7873517,Netherlands,
Noord-Brabant,Den Molenstraat,320,51.6314539,5.0856363,Netherlands,
Noord-Brabant,Het Schoor,320,51.5478219,5.467137,Netherlands,
Noord-Brabant,Koolwijk,320,51.765587,5.6076278,Netherlands,
Limburg,Scheulder,320,50.8307442,5.8442144,Netherlands,
Zeeland,Sirjansland,320,51.6758382,4.0329962,Netherlands,
Groningen,Noordwolde,320,53.2714687,6.5887631,Netherlands,
Fryslân,Stroobos,315,53.2381639,6.2142488,Netherlands,
Fryslân,Ter Idzard,315,52.9029667,6.0323888,Netherlands,
Drenthe,Roderesch,315,53.1137319,6.4200847,Netherlands,
Gelderland,Oude Nude,315,51.9575072,5.6341578,Netherlands,
Overijssel,Brucht,315,52.5465851,6.6152662,Netherlands,
Overijssel,Okkenbroek,315,52.2968885,6.3197307,Netherlands,
Overijssel,Kring van Dorth,315,52.2274201,6.3226673,Netherlands,
Overijssel,Zuidrand,315,52.2880881,6.49776,Netherlands,
Noord-Brabant,De Voort en Achterste Heikant,315,51.3557058,5.1455149,Netherlands,
Noord-Brabant,Duurendseind,315,51.7804691,5.5875223,Netherlands,
Noord-Brabant,Helkant,315,51.6737907,4.7577464,Netherlands,
Zuid-Holland,Benedenkerk,315,51.9709198,4.7526682,Netherlands,
Zuid-Holland,Gelkenes,315,51.934242,4.8362319,Netherlands,
Groningen,Termunten,315,53.2970706,7.0442155,Netherlands,
Fryslân,Hilaard,310,53.165646,5.7127941,Netherlands,
Gelderland,Ommerveld,310,51.932723,5.4803916,Netherlands,
Gelderland,Valenberg en Heide,310,51.7820766,5.8027265,Netherlands,
Gelderland,Hupsel-West,310,52.0810404,6.6161533,Netherlands,
Overijssel,Borkeld,310,52.2746485,6.463857,Netherlands,
Overijssel,Oud Ootmarsum,310,52.4235581,6.9162882,Netherlands,
Noord-Brabant,Heukelom,310,51.572143,5.1552158,Netherlands,
Noord-Brabant,Kleine- en Groote Voort,310,51.4983726,5.1062243,Netherlands,
Noord-Brabant,Sander,310,51.6041696,4.615962,Netherlands,
Zuid-Holland,Schuwacht,310,51.8932531,4.6592241,Netherlands,
Limburg,Eiland-Brandt,310,51.136964,5.8589129,Netherlands,
Limburg,Swier,310,50.9015321,5.8991874,Netherlands,
Groningen,De Snipperij,310,53.1921157,6.2691458,Netherlands,
Fryslân,Formerum,305,53.3896103,5.3105899,Netherlands,
Fryslân,Wierum,305,53.4009258,6.0141275,Netherlands,
Drenthe,Brunsting,305,52.8708587,6.4877575,Netherlands,
Drenthe,Dieverbrug,305,52.8465997,6.3438722,Netherlands,
Drenthe,Oranje,305,52.9077432,6.4475624,Netherlands,
